10.02.2014	12:29:30
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 377	xPos 390


Zeilenpixel	Spaltenpixel
28	9
22	9
18	6
18	13
22	13
28	9
22	9
18	13
22	18
18	9
22	13
28	18
22	9
18	9
18	13
18	18
22	22
18	13
18	13
28	13
34	9
18	18
13	9
9	18
13	18
9	13
13	13
13	18
13	9
13	13
18	18
22	9
28	9
22	13
18	22
13	18
18	9
18	13
13	18
18	9
18	13
13	9
18	9
28	9
22	13
18	18
13	9
13	13
22	9
22	13
13	6
13	9
22	9
22	9
18	13
13	9
13	6
13	6
13	13
18	9
22	9
28	9
28	13
22	13
18	9
18	13
18	18
9	9
9	9
13	6
18	9
13	13
9	9
13	13
13	9
18	18
18	13
18	13
9	13
9	13
18	9
28	9
13	13
9	9
18	9
18	9
18	18
13	13
9	6
13	9
13	9
18	9
13	9
9	22
9	18
18	18
18	9
9	13
9	9
18	6
22	13
18	9
13	13
9	13
9	13
9	9
9	13
13	6
18	9
18	13
22	18
28	13
18	9
18	9
18	18
13	13
9	13
6	13
13	9
18	9
13	13
13	13
18	9
13	9
9	9
9	9
9	9
9	13
9	13
6	6
6	9
13	6
18	13
18	9
13	6
18	18
22	13
22	9
13	9
13	13
18	13
18	13
18	22
13	18
18	9
9	13
9	13
9	9
9	9
18	18
18	9
13	9
9	9
13	18
18	9
18	9
13	9
13	9
13	9
13	6
9	18
6	13
9	18
9	13
9	9
9	13
6	18
6	13
9	18
9	18
9	9
9	9
9	9
13	13
9	9
6	13
6	13
9	13
13	18
13	13
13	18
13	9
9	13
9	9
9	9
13	18
9	13
9	6
13	9
18	18
13	18
13	13
9	9
9	18
6	18
9	6
18	18
18	9
13	18
9	13
6	18
6	13
9	9
13	18
13	18
9	13
9	18
9	9
9	22
9	13
9	13
6	13
6	9
9	9
13	9
13	9
9	9
9	9
9	13
6	18
9	9
13	13
9	18
6	13
9	9
9	13
9	6
13	9
9	9
9	6
6	9
9	22
9	9
9	18
9	9
9	13
9	9
6	13
9	9
9	9
9	9
3	9
9	9
13	9
13	9
9	9
9	6
6	9
3	18
9	9
6	9
3	9
6	9
13	13
18	9
9	9
6	18
6	13
3	9
3	13
6	13
9	13
6	13
9	13
13	6
9	13
6	9
6	13
6	9
6	13
6	18
6	9
6	9
13	13
18	18
18	9
9	13
9	13
9	9
6	9
6	9
6	9
9	13
13	13
9	13
13	9
13	9
18	9
9	9
13	13
13	18
18	13
13	9
13	9
13	13
22	9
13	13
6	13
9	18
18	22
22	28
22	28
22	34
22	18
22	22
22	46
22	34
13	46
9	53
18	68
18	61
34	84
28	102
22	102
18	130
22	151
40	184
40	207
34	231
40	295
68	309
111	337
151	411
130	396
93	458
61	523
84	591
184	738
282	875
231	1022
121	1154
130	1268
309	1363
540	1585
506	1766
411	1900
295	2065
366	2236
700	2412
1022	2562
958	2653
719	2809
815	2968
1315	3262
1873	3463
1819	3739
1662	4059
1485	4315
1610	4538
2037	4652
2501	4882
2778	5076
2501	5274
2531	5596
3163	5801
3845	6092
4023	6304
3951	6518
3845	6735
3987	6866
4652	6998
5274	7043
5515	7043
5354	7043
5394	7043
5719	7043
6219	7043
6561	7043
6561	7043
6604	7043
6691	7043
6866	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	7043
7043	6998
7043	6954
7043	6822
7043	6778
7043	6648
7043	6604
7043	6518
7043	6432
7043	6304
7043	6092
7043	5925
7043	5678
7043	5274
7043	4998
7043	4804
6998	4389
6910	3916
6735	3670
6604	3429
6304	3163
6050	2968
5801	2746
5596	2531
5394	2441
5155	2294
4882	2179
4614	2094
4352	1982
4168	1819
4059	1636
3845	1510
3566	1460
3195	1292
2840	1245
2623	1065
2501	916
2353	738
2236	627
2094	540
1900	458
1740	426
1662	323
1585	256
1510	219
1436	195
1292	151
1199	141
1065	130
916	141
796	121
681	102
540	76
490	61
442	40
442	40
426	34
351	34
231	22
162	18
151	9
162	18
121	18
76	13
68	9
61	13
61	9
53	6
46	13
40	6
34	9
34	9
34	9
40	9
28	6
18	9
13	6
18	6
28	6
28	6
28	6
22	3
22	9
22	6
22	6
13	3
13	6
13	6
18	6
18	6
13	6
9	3
18	6
18	9
9	6
9	6
9	6
6	9
6	6
6	9
9	6
13	3
9	6
9	9
9	3
13	6
18	3
18	9
13	3
13	9
13	6
13	6
18	3
13	9
18	6
13	9
9	9
9	6
9	6
9	9
9	9
13	6
13	13
13	13
13	9
13	6
13	13
18	9
13	6
13	9
13	6
9	3
9	6
9	9
9	9
9	9
9	9
18	3
18	9
13	13
9	9
9	6
9	6
13	6
13	9
18	9
18	6
13	13
9	9
9	9
18	6
22	6
13	9
9	6
6	6
6	6
9	9
18	6
22	6
22	6
18	9
18	9
13	13
9	9
6	9
9	9
13	9
28	6
34	9
40	9
28	6
18	9
18	9
13	6
13	9
13	9
22	13
40	9
46	0
46	0
61	0
76	0
61	0
22	0
18	0
22	0
