10.02.2014	12:47:29
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 398	xPos 372


Zeilenpixel	Spaltenpixel
61	22
61	22
61	9
34	40
13	18
18	34
18	3
13	3
18	9
34	6
61	34
34	1
13	28
1	18
3	28
6	28
3	6
1	68
1	1
34	13
40	1
34	18
34	1
22	1
9	34
1	9
3	9
28	18
28	6
6	22
1	6
28	46
46	6
18	6
6	53
9	53
61	1
111	22
102	1
53	34
6	46
13	1
84	1
34	6
1	111
1	18
9	18
22	1
13	1
1	3
9	34
46	1
22	6
34	13
53	18
46	18
34	1
9	18
1	1
1	18
1	68
6	6
34	6
9	46
1	9
1	1
13	22
13	6
22	13
22	1
6	84
1	22
13	1
46	61
40	6
46	13
46	3
40	1
28	18
9	68
9	6
22	61
34	46
1	40
34	1
102	1
28	40
13	3
22	102
1	76
6	84
22	13
18	22
1	9
1	61
28	3
28	40
1	76
3	28
40	40
9	76
3	1
3	40
18	1
40	1
34	22
9	61
3	1
1	84
18	28
53	1
46	13
22	6
3	34
1	1
1	1
1	9
6	28
22	53
46	40
84	93
53	34
9	46
18	53
40	3
46	130
22	34
1	18
1	9
1	13
93	13
93	1
13	1
1	68
1	6
1	40
1	28
1	34
18	40
34	6
34	1
40	18
6	6
1	1
3	18
18	1
53	13
61	22
28	28
1	18
1	13
6	1
46	1
53	18
46	13
46	53
28	13
6	1
1	9
9	68
53	40
84	6
18	76
1	102
1	40
9	1
76	1
46	1
18	61
13	18
40	22
53	3
6	1
6	34
61	61
22	28
6	1
28	9
13	46
9	1
3	53
1	18
1	13
3	1
13	18
1	28
28	53
84	61
40	13
1	22
1	28
9	18
18	1
6	1
9	46
46	46
40	1
3	53
1	53
1	53
9	18
9	6
22	9
28	46
13	84
6	13
9	18
34	1
28	46
18	1
1	53
1	1
9	1
40	6
40	6
3	102
1	34
3	1
68	3
22	102
3	6
18	34
76	3
53	1
22	28
13	1
22	1
9	22
1	40
1	13
1	18
28	40
18	68
1	28
1	6
9	28
22	1
13	1
13	3
6	40
9	3
61	1
68	1
13	13
1	9
1	1
1	6
1	3
1	6
9	46
6	34
1	1
1	3
22	1
22	9
1	46
1	53
6	1
46	53
130	40
76	6
6	53
1	34
1	34
1	18
1	9
18	68
68	46
68	18
61	1
22	34
1	1
1	40
3	46
40	3
22	53
9	13
13	53
1	1
3	1
18	1
40	40
46	1
22	9
1	28
1	1
1	46
34	53
102	1
9	13
3	1
1	6
13	1
61	40
76	34
76	6
84	68
46	18
34	1
76	6
6	9
3	1
1	1
3	1
18	9
61	40
76	18
40	13
28	13
53	6
102	3
46	13
46	1
61	6
68	9
22	6
40	28
102	1
61	151
207	6
256	18
111	18
130	9
172	18
243	46
256	18
256	1
309	1
351	1
351	53
557	9
663	28
609	34
796	151
916	130
1131	22
1292	121
1339	207
1245	141
1268	256
1485	68
1688	84
1927	76
2179	61
2531	121
2778	102
2778	195
2778	243
2684	282
2623	231
2778	243
3163	309
3396	426
3704	557
3987	574
3951	855
4168	700
4315	738
4614	1176
4690	1154
4652	1411
4538	1363
4576	1510
4920	1688
5116	1927
4998	1766
4998	1955
5076	1982
5037	2294
4920	2236
4959	2501
5234	2623
5394	2592
5314	2501
4882	2809
4576	3130
4501	3097
4538	3000
4463	3396
4463	3362
4538	3566
4690	3845
4614	4315
4426	4168
4168	4652
3845	4576
3566	4998
3396	4538
3328	4728
3195	4882
3097	4998
2968	4920
2809	5116
2562	4804
2353	5155
2353	5037
2382	4804
2382	4959
2353	4998
2150	4920
1873	5354
1819	5076
1766	5274
1793	5234
1766	5314
1636	5076
1363	5155
1363	4882
1411	5116
1292	4352
815	4538
506	4095
490	4241
506	4023
490	3845
269	3532
231	3704
411	3635
309	3600
282	3497
366	3228
282	3195
162	3130
162	3163
184	2778
195	2840
102	2778
53	2623
61	2592
40	2382
22	2207
53	2150
162	1793
162	1819
53	1636
28	1363
6	1245
13	1131
22	1363
22	1154
22	1043
34	796
18	1000
46	796
53	591
40	426
40	366
28	381
9	366
3	351
22	337
40	151
53	93
61	151
40	68
18	141
1	195
1	121
13	130
76	61
121	53
76	18
34	84
1	3
1	84
34	84
93	18
61	28
28	53
3	28
1	34
6	3
18	3
13	13
13	9
34	1
13	9
6	46
9	6
6	102
3	34
3	22
9	1
22	68
13	76
13	3
40	3
53	76
53	18
34	1
18	3
3	18
1	13
9	46
9	1
1	1
18	22
53	1
18	1
22	9
6	46
3	46
3	18
18	1
28	40
3	3
6	1
34	13
40	6
40	1
9	93
1	61
3	9
1	68
1	18
6	9
22	1
28	18
28	18
18	61
28	9
22	6
18	1
6	18
9	9
18	28
28	9
22	1
9	40
9	34
9	28
1	34
1	68
9	28
68	1
68	13
53	13
40	13
34	46
9	9
9	6
22	46
22	18
18	28
18	22
28	1
18	34
3	22
1	1
3	40
53	13
53	13
34	1
61	6
121	40
84	13
13	1
6	18
6	13
18	1
13	1
9	1
13	18
61	22
84	34
40	22
18	28
9	1
9	18
9	68
1	1
1	0
13	0
34	0
34	0
6	0
1	0
1	0
6	0
28	0
84	0
84	0
34	0
18	0
13	0
9	0
3	0
1	0
1	0
6	0
3	0
3	0
18	0
34	0
22	0
3	0
3	0
22	0
22	0
22	0
18	0
28	0
40	0
68	0
68	0
28	0
6	0
1	0
1	0
1	0
9	0
22	0
1	0
1	0
1	0
1	0
1	0
3	0
22	0
53	0
34	0
1	0
1	0
84	0
53	0
13	0
1	0
1	0
1	0
13	0
28	0
34	0
13	0
13	0
84	0
53	0
13	0
6	0
18	0
1	0
1	0
3	0
53	0
102	0
76	0
18	0
6	0
1	0
1	0
1	0
18	0
46	0
34	0
1	0
6	0
46	0
53	0
18	0
1	0
1	0
1	0
9	0
22	0
34	0
28	0
3	0
1	0
18	0
18	0
9	0
6	0
9	0
1	0
1	0
1	0
34	0
18	0
1	0
9	0
9	0
18	0
22	0
22	0
9	0
28	0
53	0
1	0
1	0
9	0
6	0
9	0
18	0
46	0
53	0
18	0
1	0
1	0
3	0
68	0
76	0
18	0
46	0
46	0
28	0
13	0
22	0
1	0
1	0
34	0
13	0
1	0
1	0
3	0
3	0
1	0
1	0
6	0
1	0
1	0
40	0
3	0
1	0
9	0
1	0
1	0
6	0
18	0
9	0
18	0
1	0
1	0
1	0
6	0
1	0
3	0
13	0
40	0
46	0
40	0
28	0
6	0
6	0
6	0
6	0
9	0
40	0
28	0
9	0
1	0
1	0
1	0
3	0
13	0
9	0
1	0
1	0
3	0
3	0
9	0
22	0
34	0

