10.02.2014	11:18:46
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 346	xPos 367


Zeilenpixel	Spaltenpixel
28	28
28	28
34	28
46	40
34	53
22	34
34	28
40	40
28	40
34	28
46	18
53	28
46	40
34	40
28	34
22	40
34	40
46	40
46	46
28	28
22	40
34	46
40	34
34	46
28	34
22	40
22	34
28	46
28	34
34	40
34	28
28	28
34	34
40	34
40	22
34	22
34	22
40	34
46	28
34	18
28	34
34	22
28	34
28	28
28	40
28	28
34	18
28	34
22	40
28	40
34	13
40	28
28	28
22	34
28	28
40	28
34	28
34	18
28	28
28	40
28	40
28	34
40	28
34	28
28	28
28	34
34	34
34	40
34	28
28	40
28	28
22	28
18	22
22	18
34	40
40	40
40	34
34	34
22	28
18	34
22	28
22	34
22	22
28	22
28	34
22	22
18	28
18	28
18	28
22	34
22	34
28	28
22	34
22	28
28	22
28	22
28	34
28	28
34	22
40	18
34	22
22	46
13	28
13	22
18	34
22	28
28	34
34	34
22	34
28	28
28	22
22	22
28	34
40	18
34	18
22	18
13	18
28	40
28	28
18	22
34	22
34	22
28	28
28	13
22	18
18	13
18	28
18	18
28	18
28	28
22	28
22	28
28	28
22	40
22	22
22	34
22	22
22	22
28	40
34	34
40	22
28	18
22	18
13	22
22	22
28	34
40	28
34	34
22	28
18	28
13	34
18	18
28	34
34	22
28	18
28	34
22	18
28	34
34	22
28	22
22	18
22	28
34	34
40	22
34	18
22	22
28	22
22	28
22	22
22	28
22	22
18	13
18	28
22	22
22	22
28	22
34	28
28	18
34	28
34	22
34	22
22	34
13	28
13	28
22	28
22	28
28	28
22	18
22	28
28	28
28	28
22	22
28	28
28	34
28	22
22	28
22	34
18	22
18	13
18	28
22	22
18	28
13	28
9	34
13	22
22	18
28	28
22	34
22	28
22	22
22	34
22	28
22	22
22	28
22	13
18	18
18	28
18	13
22	22
18	28
18	28
22	18
34	22
28	22
22	28
18	34
13	28
18	28
18	34
13	22
13	34
22	28
28	34
22	22
18	34
13	28
18	34
18	28
13	34
13	34
22	28
28	28
28	28
18	22
9	28
9	18
18	34
22	22
28	28
18	22
18	34
22	22
13	18
13	18
18	22
13	40
22	28
22	40
28	34
28	22
18	22
13	18
18	22
22	22
18	18
22	18
28	28
18	22
13	28
9	34
13	13
18	22
18	34
18	34
22	28
34	28
22	28
22	18
22	40
22	34
22	22
18	46
18	40
22	46
22	46
28	46
22	61
18	46
18	53
18	61
18	53
22	84
22	102
18	111
22	130
28	141
28	151
28	231
22	195
22	243
22	309
18	337
28	381
40	474
40	506
28	540
22	627
34	700
40	796
40	979
40	1022
53	1176
61	1387
76	1485
84	1662
102	1610
111	1740
141	1873
195	2010
219	2150
219	2236
231	2412
