10.02.2014	14:58:49
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 436	xPos 440


Zeilenpixel	Spaltenpixel
0	84
0	93
0	121
0	121
0	130
0	151
0	162
0	151
0	141
0	151
0	172
0	151
0	141
0	141
0	151
0	141
0	184
0	184
0	195
0	207
0	207
0	207
0	172
0	195
0	172
0	231
0	172
0	172
0	219
0	219
0	231
0	231
0	207
0	172
0	207
0	195
0	184
0	184
0	207
0	231
0	231
0	195
0	256
0	219
0	207
0	256
0	269
0	323
0	256
0	231
0	207
0	184
0	195
0	162
0	184
0	231
0	243
0	243
0	231
0	184
0	162
0	111
0	130
0	162
0	184
0	243
0	231
0	162
0	121
0	130
0	111
0	162
0	195
0	130
0	141
0	151
0	172
0	130
0	121
0	111
0	111
0	141
0	243
0	207
0	172
0	162
0	184
0	102
0	121
0	141
0	184
0	172
0	219
0	184
0	130
0	84
0	102
0	76
0	102
0	130
0	111
0	111
0	93
0	111
0	68
0	61
0	53
0	68
0	53
0	61
0	121
0	84
0	68
0	68
0	40
0	34
0	40
0	46
0	40
0	68
0	53
0	40
0	22
0	28
0	28
0	13
0	22
0	28
0	18
0	13
0	22
0	22
0	18
0	18
0	9
0	13
0	13
0	22
0	18
0	9
0	6
0	9
0	18
0	18
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	6
0	6
0	13
0	9
0	9
0	18
0	18
0	9
0	6
0	13
0	18
0	13
0	13
0	13
0	9
0	13
0	28
0	28
0	13
0	13
0	22
0	18
0	9
0	34
0	13
0	13
0	22
0	13
0	18
0	28
0	34
0	28
0	61
0	111
0	68
0	53
0	102
0	219
0	256
0	231
0	151
0	111
0	68
0	53
0	34
0	18
0	18
0	46
0	130
0	130
0	162
0	121
0	40
0	46
0	34
0	18
0	18
0	53
0	76
0	111
0	68
0	53
0	34
0	28
0	22
0	46
0	46
0	53
0	93
0	141
0	102
0	84
0	102
0	102
0	84
0	34
0	34
0	18
0	18
0	22
0	18
0	18
0	13
0	18
0	9
0	22
0	22
0	13
0	18
0	6
0	18
0	9
0	3
0	18
0	13
0	22
0	9
0	13
0	18
0	13
0	9
0	9
0	18
0	13
0	18
0	18
0	9
0	13
0	13
0	18
0	18
0	13
0	13
0	18
0	13
0	13
0	13
0	22
0	9
0	28
0	9
0	13
0	18
0	9
0	28
0	13
0	18
0	18
0	13
0	22
0	18
0	22
0	18
0	13
0	22
0	13
0	22
0	13
0	13
0	18
0	18
0	22
0	18
0	28
0	34
0	22
0	18
0	13
0	28
0	18
0	22
0	22
0	18
0	28
0	40
0	28
0	18
0	34
0	46
0	34
0	18
0	28
0	22
0	40
0	18
0	22
0	28
0	13
0	28
0	28
0	18
0	34
0	28
0	22
0	22
0	22
0	22
0	18
0	28
0	34
0	28
0	18
0	18
0	22
0	22
0	18
0	22
0	18
0	18
0	13
0	22
0	13
0	18
0	13
0	18
0	13
0	13
0	13
0	13
0	18
0	9
0	6
0	13
0	28
0	9
0	13
0	9
0	6
0	18
0	22
0	18
0	13
0	22
0	18
0	13
0	13
0	18
0	18
0	18
0	18
0	18
0	18
0	22
0	18
0	22
0	34
0	22
0	28
0	34
0	46
0	46
0	34
0	53
0	46
0	40
0	40
0	76
0	68
0	68
0	61
0	84
0	61
0	84
0	130
0	130
0	84
0	93
0	162
0	121
0	141
0	184
0	151
0	141
0	184
0	207
0	141
0	151
0	256
0	184
0	151
0	243
0	207
0	172
0	231
0	256
0	219
0	184
0	269
0	256
0	282
0	323
0	351
0	219
0	269
0	381
0	366
0	295
0	337
0	381
0	309
0	396
0	442
0	366
0	309
0	351
0	411
0	411
0	540
0	591
0	506
0	458
0	557
0	474
0	540
0	557
0	609
0	442
0	426
0	474
0	426
0	381
0	366
0	426
0	442
0	458
0	490
0	411
0	381
0	426
0	442
0	309
0	282
0	282
0	426
0	442
0	366
0	351
0	295
0	282
0	256
0	282
0	207
0	256
0	323
0	366
0	309
0	282
0	243
0	195
0	231
0	243
0	282
0	269
0	269
0	337
0	256
0	231
0	295
0	256
0	243
0	309
0	337
0	231
0	231
0	256
0	195
0	162
0	195
0	256
0	184
0	207
0	256
0	184
0	111
0	162
0	111
0	93
0	111
0	121
0	76
0	111
0	130
0	102
0	40
0	68
0	40
0	22
0	40
0	84
0	68
0	61
0	40
0	76
0	34
0	40
0	53
0	34
0	40
0	46
0	34
0	22
0	40
0	68
0	40
0	40
0	40
0	46
0	28
0	28
0	22
0	13
0	18
0	34
0	34
0	22
0	28
0	18
0	18
0	28
0	28
0	9
0	18
0	28
0	13
0	22
0	18
0	13
0	13
0	6
0	13
0	18
0	18
0	13
0	9
0	22
0	22
0	6
0	18

