10.02.2014	13:36:19
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 249	xPos 459


Zeilenpixel	Spaltenpixel
1	6
3	34
13	18
18	1
22	9
34	3
1	13
1	9
1	28
3	40
61	76
53	18
34	1
13	1
9	40
6	1
9	28
46	3
28	6
1	3
6	76
1	6
3	9
13	28
53	1
61	3
9	1
1	3
1	13
13	28
68	46
13	1
1	9
18	13
28	13
40	76
22	1
18	46
18	1
9	1
18	34
40	1
40	18
28	1
1	22
1	40
1	18
18	1
76	1
61	68
3	46
1	53
6	1
9	18
9	18
40	22
40	46
18	61
3	22
34	22
93	1
28	18
13	13
46	1
61	18
1	13
1	1
6	34
22	1
34	6
9	1
1	9
1	68
3	1
22	1
34	34
22	3
1	40
1	9
1	6
6	1
40	6
28	1
1	1
9	28
40	13
34	46
3	22
1	111
3	13
6	1
22	22
34	3
18	18
1	3
1	9
18	46
13	76
18	22
13	61
22	102
22	22
13	40
1	68
1	13
22	1
40	3
9	9
1	1
3	22
53	13
84	34
46	18
6	18
1	1
1	18
9	9
18	13
13	18
6	6
1	9
3	1
28	13
28	34
22	6
1	13
1	3
18	13
34	46
40	6
46	3
40	46
6	6
1	34
1	68
6	28
22	40
18	28
3	102
22	28
46	84
1	184
1	102
13	40
53	102
34	111
13	93
3	162
1	151
6	141
18	184
28	53
9	184
13	337
13	172
1	256
1	68
1	243
3	151
22	141
61	337
53	231
6	309
1	351
1	337
1	269
6	442
9	574
34	474
46	574
28	490
13	506
13	757
53	663
53	700
9	896
40	700
61	776
3	937
1	1043
3	1109
9	896
3	738
3	1176
28	1245
53	1387
18	1315
1	1387
1	1560
1	1387
1	1585
3	1740
18	1819
53	1793
18	1982
3	1955
1	1927
3	1982
28	2179
53	2179
40	2294
18	2353
6	2471
13	2382
28	2294
22	2778
9	2746
1	3000
3	2904
9	2778
1	3195
1	3262
1	3000
1	3065
6	3262
28	3065
9	3328
1	2904
1	2936
1	2936
1	3396
13	3532
1	3600
1	3328
3	3362
18	3429
22	3845
1	4278
1	4614
3	4315
22	4690
40	4614
28	4652
6	4576
6	4843
18	4463
40	4023
40	4023
1	4095
1	4389
6	4882
1	5076
1	4804
1	4728
1	4426
1	4095
6	4168
40	4576
53	4614
1	5515
1	5678
13	5678
13	5801
9	5678
6	5354
1	5037
1	4843
1	4804
18	4278
68	4352
84	4132
40	4059
13	4576
1	4652
1	5037
1	4766
3	4843
1	4843
1	4766
9	4804
18	4241
6	4168
40	3635
68	3739
22	3163
28	3032
34	2904
1	3000
1	3130
6	3097
18	3000
9	2968
1	2968
18	3262
28	3032
1	2936
34	2936
61	3032
3	3262
1	3065
3	2904
13	3065
13	2968
18	2840
40	2840
22	2684
1	2904
1	2562
1	2531
1	2531
53	2265
53	2122
34	2150
1	2294
1	2236
1	2094
1	2441
1	2037
1	2037
40	1873
28	1793
1	1534
1	1714
1	1636
3	1662
22	1766
40	1688
18	1740
1	1766
1	1510
1	1176
1	916
28	776
46	719
76	1131
61	1199
28	875
22	835
46	815
53	700
3	474
1	506
3	627
76	835
84	757
76	426
22	381
1	523
1	411
1	442
1	269
13	337
34	243
3	151
6	231
34	141
40	282
46	162
46	184
76	162
68	295
61	151
130	141
102	93
18	111
28	121
84	34
111	40
219	93
295	53
172	28
40	22
34	22
162	28
231	13
172	61
111	18
111	34
151	61
309	28
506	18
523	46
381	34
295	68
396	13
591	1
557	61
337	40
426	1
523	34
719	1
757	53
681	46
700	40
855	13
1065	1
1131	34
1109	22
979	28
979	1
1043	13
1199	1
1315	3
1292	22
1176	18
1043	13
1222	6
2323	18
2904	1
1900	1
1436	28
1560	22
1740	1
1662	28
1245	3
896	1
958	13
1585	1
2037	13
2122	1
2179	3
2471	28
2653	34
2904	3
3032	6
3000	1
2840	1
2592	3
2441	3
2684	3
2968	1
3065	1
2684	1
2715	6
3000	18
3532	84
3845	18
3810	28
3532	9
3262	3
3635	1
4059	1
3880	6
3600	9
3880	40
4095	13
4463	22
4538	28
4168	3
3739	6
3635	6
4241	3
4920	9
4920	3
4538	6
4204	18
4204	28
4389	9
4882	18
4998	1
4766	18
4576	22
4576	13
4690	40
4998	18
4576	18
4315	3
4463	22
4998	13
5515	68
5515	9
5195	3
4920	1
5195	18
5801	22
6219	46
5678	1
4843	6
4652	1
4576	6
4882	9
5116	1
5116	40
4804	46
4728	1
4804	34
4804	9
4920	3
4728	1
4576	68
4576	13
4920	18
5195	13
5076	22
4538	1
4023	61
3774	34
3810	18
3635	13
3328	9
3195	13
3032	9
3032	6
3195	22
3228	40
3000	1
2936	9
3228	22
3497	22
3130	1
2809	1
2746	6
2653	13
2562	9
2531	46
2471	22
2094	6
1982	13
2179	9
2441	40
2501	18
2562	9
