10.02.2014	13:58:59
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 201	xPos 405


Zeilenpixel	Spaltenpixel
9	28
9	34
9	28
9	34
9	22
9	34
13	22
18	22
18	28
9	34
9	22
9	22
6	22
9	18
9	34
9	22
9	34
18	40
18	22
13	34
13	34
13	46
13	22
9	34
13	40
9	40
9	46
6	28
13	28
13	40
9	40
6	53
9	68
13	53
13	40
13	34
13	53
9	53
9	84
9	84
13	68
18	61
13	68
6	53
13	68
13	61
9	102
6	84
6	111
9	68
9	76
13	102
18	121
18	151
18	121
13	162
9	172
13	121
22	111
18	151
9	151
3	195
6	207
13	184
13	162
13	184
18	162
18	172
13	219
13	269
9	282
9	256
9	219
18	309
13	323
13	309
3	309
6	411
6	540
9	540
13	396
13	351
18	396
13	540
9	663
6	700
6	591
9	540
13	506
9	540
6	663
3	815
6	896
9	855
13	757
9	738
6	796
6	719
13	776
13	1000
18	1339
13	1534
13	1387
9	1022
6	916
6	1000
6	1292
6	1636
6	1740
9	1610
18	1560
18	1411
9	1292
9	1339
13	1485
18	1819
9	2010
6	1955
6	1819
6	1636
9	1585
9	1740
9	2236
6	2562
6	2471
6	2179
6	1955
6	1636
9	1766
9	2265
6	2872
6	3195
9	2936
13	2531
13	2122
9	2010
9	2207
6	2562
6	2936
3	3130
6	3228
9	2872
9	2746
6	2840
9	3228
9	3295
9	3000
6	3000
6	2653
6	2323
3	2323
6	2653
9	3097
3	3635
6	4095
9	4059
6	3670
3	3262
3	3163
6	3328
13	3600
6	3880
6	3774
6	3429
3	3000
6	2778
9	2653
9	2872
6	3163
6	3600
6	3704
9	3328
9	2936
9	2872
6	3228
6	3916
9	4538
9	4690
6	4426
3	3916
3	3497
3	3396
3	3774
3	4463
6	4998
6	5116
9	4882
9	4352
9	4059
6	4241
3	4690
3	5195
3	5515
6	5515
6	5274
9	4920
9	4352
9	4241
9	4389
9	4766
3	4804
3	5076
3	5116
3	4804
6	4652
9	4728
9	4959
6	5195
6	5274
6	4804
3	4095
6	3845
6	4059
6	4728
6	5234
6	5515
6	5314
6	4920
3	4501
6	4426
9	4389
13	4652
18	4843
13	4882
9	4843
6	4426
6	4023
13	3951
13	4315
9	4576
18	4501
9	4804
6	4690
9	4241
9	3880
9	3880
13	4132
13	4426
6	5155
6	4501
18	3916
28	4389
22	4315
22	3532
28	2968
28	3032
34	3195
40	2968
40	2562
28	2294
28	2294
34	3032
34	4168
46	4132
53	3097
46	3195
40	3429
34	3130
34	3163
53	3097
84	3295
76	3532
53	3228
46	3130
53	3000
84	2684
111	2653
130	2936
141	3000
172	2936
172	2623
121	2623
102	2501
130	2501
184	2623
231	2623
219	2592
162	2562
151	2441
162	2294
195	2094
231	2094
256	2094
282	2150
269	2353
243	2265
256	2122
