10.02.2014	13:36:29
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 251	xPos 457


Zeilenpixel	Spaltenpixel
22	22
18	13
18	18
18	18
22	18
22	18
22	13
13	22
9	18
13	13
28	28
28	18
18	18
9	28
9	18
18	22
18	18
22	18
22	9
22	22
13	28
13	22
18	18
18	18
13	13
9	18
9	22
13	18
18	18
13	13
9	18
9	13
18	9
18	13
13	13
13	18
13	13
18	13
18	13
13	18
18	13
22	18
13	13
13	18
13	18
13	18
9	13
9	9
13	9
13	18
13	9
9	13
9	22
18	13
22	9
13	18
13	22
13	18
13	18
18	13
22	18
18	13
13	13
13	13
13	22
13	9
13	22
13	18
13	9
13	18
13	13
13	22
9	13
13	22
18	18
13	9
13	18
13	18
13	22
18	18
18	18
22	13
18	22
13	22
13	18
13	22
13	22
18	18
13	13
13	13
9	13
9	13
9	13
9	18
13	18
18	9
18	18
18	18
18	18
18	13
13	18
18	13
22	18
18	18
9	18
9	18
13	18
13	13
9	13
18	18
22	18
18	18
13	18
13	28
18	13
18	28
13	13
18	18
13	18
9	22
13	22
9	28
9	22
9	28
9	22
9	28
9	34
6	40
9	28
9	22
13	28
13	34
18	34
13	28
13	46
13	46
9	46
9	40
9	68
13	40
13	53
6	61
9	53
13	68
9	68
6	76
6	53
6	93
9	76
13	121
13	121
18	141
18	130
22	151
18	151
6	162
6	162
6	172
9	195
13	195
18	282
13	269
9	231
9	269
9	295
9	231
9	269
9	282
13	337
13	366
13	426
9	426
13	458
9	557
9	681
9	757
18	796
22	738
18	896
13	916
9	916
9	958
13	916
18	937
13	1043
6	1109
6	1087
13	1154
13	1043
13	1065
13	1222
13	1411
13	1585
13	1560
9	1740
18	1900
18	1982
9	2010
9	2094
9	2236
6	2236
6	2265
9	2294
9	2323
9	2265
9	2179
9	2236
6	2353
9	2382
9	2323
9	2382
9	2501
9	2715
6	2872
9	3065
18	3195
18	3295
9	3295
6	3195
6	3163
13	3328
18	3635
9	3845
9	3739
9	3497
9	3295
13	3295
9	3532
6	3916
9	3951
9	3916
18	3987
18	4023
13	4132
9	4278
6	4168
3	4132
6	4023
9	4241
9	4501
9	4998
9	5314
13	5474
13	5274
18	4959
13	4576
9	4241
6	4059
6	4023
6	4204
9	4501
13	4728
18	4728
6	4843
6	4766
13	4652
13	4652
9	4538
13	4538
13	4538
13	4652
9	4959
9	5234
13	5354
13	5555
9	5515
6	5434
9	5274
9	4998
9	4728
6	4463
6	4095
6	3810
9	3600
13	3362
13	3362
13	3429
9	3566
6	3670
6	3670
6	3739
9	3670
9	3704
13	3635
13	3497
9	3429
6	3362
9	3328
13	3065
18	2968
13	2936
13	2968
9	2904
9	2746
13	2684
13	2653
13	2715
9	2684
9	2592
6	2592
9	2562
9	2623
13	2715
13	2684
9	2592
9	2471
13	2236
13	2037
13	1927
9	1740
9	1585
9	1585
9	1714
9	1846
13	1955
9	2010
9	1982
9	1900
13	1688
18	1436
22	1176
13	1043
18	1065
18	1154
18	1222
13	1222
13	1022
18	815
18	738
18	574
22	557
22	591
18	700
18	719
13	574
22	458
34	366
28	458
22	442
18	442
22	411
28	337
28	309
28	231
34	231
53	256
53	219
53	184
46	195
34	172
40	162
68	162
93	111
76	102
53	84
68	121
111	111
121	93
130	93
121	84
84	61
102	61
172	61
231	76
219	40
162	40
130	61
184	53
219	34
295	40
309	28
231	34
219	46
337	18
523	18
591	22
506	28
411	28
540	18
645	18
855	28
855	18
627	22
523	9
700	18
1154	13
1315	13
1154	18
916	13
937	18
1065	9
1411	9
1636	18
1363	9
1065	13
1131	9
1793	13
2412	13
2382	18
1636	13
1485	9
1740	9
2179	18
2353	13
1900	9
1411	18
1268	13
1662	9
2122	13
2412	13
2531	9
2809	6
2840	18
2840	18
2872	18
3000	13
2872	13
2623	6
2840	13
3032	9
2936	13
2715	9
2592	18
2778	13
3262	13
3739	13
3704	9
3362	28
3065	13
3130	18
3704	13
4132	13
3951	13
3670	6
3774	13
3916	22
4132	18
4059	13
3774	13
3600	18
3916	18
4766	9
5195	9
4652	18
3987	13
3810	18
3880	18
4204	13
4576	13
4614	9
4389	18
4463	9
4766	18
4998	9
4920	9
4501	18
4501	18
4728	18
5274	13
5719	18
5678	18
5354	18
5116	13
5195	9
5394	18
5434	13
4766	13
4204	22
4168	18
4241	13
4389	13
4426	9
4278	13
4023	22
4241	13
4501	18
4426	18
4241	13
4095	9
4059	18
4059	13
4132	22
4168	13
4059	13
3810	13
3880	18
4059	9
4095	13
3951	18
3566	13
3362	18
3163	18
3163	13
3097	9
2936	13
2809	18
2623	13
2562	18
2715	9
2778	13
2778	13
2746	22
2746	18
2715	9
2653	13
2501	18
2150	18
1846	13
1793	18
1955	13
2122	18
2179	18
2150	9
2122	13
2010	18
1873	18
1662	18
1485	13
1560	13
1662	18
1610	22
1585	18
1363	22
1043	9
979	18
958	18
1109	6
1245	13
1222	13
1065	13
835	13
700	13
719	22
719	22
719	18
700	18
681	22
627	13
591	13
609	18
591	13
506	9
442	13
396	22
381	18
351	9
337	18
309	13
309	18
295	18
282	18
219	18
172	18
162	9
195	13
184	18
141	18
121	18
102	13
102	28
121	13
130	18
121	18
102	13
84	13
76	18
76	13
76	6
61	18
53	13
61	18
61	0
46	0
40	0
40	0
28	0
34	0
40	0
34	0
28	0
28	0
22	0
18	0
18	0
22	0
28	0
13	0
9	0
9	0
22	0
22	0
28	0
28	0
18	0
13	0
13	0
18	0
28	0
13	0
13	0
13	0
18	0
18	0
28	0
28	0
18	0
9	0
9	0
9	0
9	0
9	0
18	0
18	0
13	0
9	0
13	0
18	0
13	0
9	0
13	0
13	0
18	0
13	0
9	0
9	0
9	0
18	0
18	0
13	0
13	0
18	0
13	0
9	0
13	0
22	0
18	0
18	0
18	0
18	0
9	0
13	0
13	0
6	0
9	0
9	0
6	0
6	0
9	0
9	0
9	0
9	0
13	0
18	0
13	0
9	0
6	0
18	0
18	0
22	0
18	0
9	0
6	0
9	0
13	0
18	0
9	0
9	0
9	0
6	0
6	0
6	0
9	0
13	0
18	0
18	0
9	0
6	0
6	0
18	0
18	0
18	0
13	0
9	0
9	0
9	0
9	0
13	0
9	0
9	0
13	0
18	0
13	0
13	0
13	0
9	0
6	0
6	0
9	0
6	0
13	0
18	0
9	0
6	0
6	0
9	0
9	0
13	0
13	0
9	0
3	0
3	0
9	0
9	0
9	0
13	0
18	0
13	0
9	0
9	0
9	0
18	0
18	0
9	0
6	0
6	0
6	0
6	0
3	0
6	0
9	0
9	0
9	0
9	0
9	0
6	0
6	0
9	0
9	0
6	0
6	0
6	0
6	0
9	0
9	0
6	0
6	0
6	0
9	0
9	0
9	0
9	0
3	0
6	0
6	0
9	0
28	0
18	0
9	0
6	0
3	0
3	0

