10.02.2014	15:00:47
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 75	xPos 457


Zeilenpixel	Spaltenpixel
28	40
28	28
28	34
28	28
28	34
28	22
28	34
34	18
28	34
22	28
28	40
34	34
22	34
22	34
28	40
34	34
28	46
28	46
34	40
34	28
34	28
34	34
28	28
22	40
22	28
28	40
22	34
18	40
22	40
18	28
18	28
22	34
22	22
18	34
22	22
28	40
28	28
34	34
34	34
22	46
22	28
28	34
28	28
22	22
28	28
28	40
28	22
22	22
22	28
22	28
22	28
28	34
18	40
13	22
18	22
34	28
34	28
34	22
28	28
18	34
18	22
22	28
28	28
28	22
22	18
22	18
22	28
18	28
18	22
28	34
40	28
34	28
22	28
22	22
22	22
22	22
28	18
28	22
22	22
18	28
18	18
18	18
22	22
22	22
22	22
18	22
28	18
22	18
18	34
18	18
13	13
13	13
18	18
22	22
18	18
22	18
28	40
22	22
28	22
28	13
22	18
22	18
22	28
22	22
18	18
18	28
22	22
22	28
18	40
13	22
22	18
28	13
22	28
22	34
22	22
18	40
9	28
13	18
18	34
22	40
18	22
22	18
28	28
22	34
22	34
18	28
13	18
9	22
18	13
22	28
28	22
18	18
18	34
18	34
13	28
18	28
18	40
18	18
18	18
18	28
18	28
13	18
13	22
22	28
34	13
22	13
18	22
18	13
22	22
22	18
18	22
22	13
22	13
13	18
18	9
22	13
22	13
18	18
18	13
13	9
18	13
18	9
22	6
28	13
22	9
28	13
28	9
34	13
28	22
18	13
13	9
18	13
13	13
13	18
28	13
34	18
34	13
22	9
22	18
28	13
34	13
34	18
34	9
34	9
40	13
46	18
34	13
34	18
46	18
46	22
46	13
46	18
46	22
53	18
68	18
76	22
68	28
61	18
76	28
76	18
68	18
76	28
84	28
93	22
84	28
93	34
121	22
130	28
121	18
130	34
141	18
141	22
141	46
162	46
172	28
184	28
184	22
195	22
231	22
243	22
256	34
269	22
282	40
295	40
323	34
323	22
309	34
323	18
411	22
506	34
591	40
557	28
506	28
540	34
574	34
627	18
681	22
700	22
719	28
757	34
815	40
815	22
875	22
958	13
1022	18
1065	18
1154	13
1176	28
1154	22
1154	18
1109	22
1109	22
1176	18
1363	13
1560	13
1688	13
1688	13
1688	28
1688	18
1688	18
1688	28
1793	18
1900	18
2010	22
1927	13
1873	28
1900	28
1900	28
1927	18
2010	22
2094	28
2122	28
2236	18
2382	13
2441	13
2412	18
2412	28
2412	22
2471	18
2471	22
2471	28
2382	22
2294	40
2207	28
2207	34
2265	40
2353	46
2412	68
2471	53
2592	53
2592	68
2653	61
2715	61
2809	61
2746	93
2684	84
2746	111
2778	93
2746	102
2684	84
2562	102
2562	121
2562	121
2562	111
2501	141
2531	141
2592	130
2592	162
2471	195
2323	184
2236	172
2207	219
2207	231
2236	195
2207	184
2150	141
2094	172
2065	172
2065	219
2094	243
2122	184
2065	141
1982	219
1900	162
1793	162
1688	151
1585	141
1411	141
1222	172
1109	184
979	151
875	130
815	121
776	130
738	93
700	84
681	93
663	76
627	61
557	84
474	68
381	46
323	53
295	40
256	40
207	40
172	46
141	28
111	28
102	40
84	34
76	18
68	18
53	13
46	9
40	18
40	18
40	18
34	13
34	18
40	18
34	13
28	13
22	9
34	18
53	13
53	28
40	18
34	22
