10.02.2014	15:00:47
34	28
53	34
76	53
102	53
141	40
219	34
295	46
309	53
323	68
411	68
426	76
458	68
474	76
557	76
645	93
719	84
835	102
958	151
1065	151
1131	130
1154	162
1154	184
1222	219
1315	295
1411	309
1436	295
1387	309
1460	366
1485	442
1485	411
1560	381
1610	506
1610	474
1662	506
1714	591
1714	609
1636	557
1585	681
1662	815
1714	776
1714	796
1688	896
1560	815
1534	815
1534	1022
1534	1087
1436	1000
1411	937
1460	1087
1436	1087
1363	1087
1268	1087
1131	1087
1065	916
1065	1043
1065	1222
1043	1176
979	1131
979	1268
979	1292
875	1199
835	1292
796	1363
627	1154
663	1131
645	1268
540	1292
411	1245
337	1245
282	1292
243	1199
256	1176
243	1292
219	1065
195	1022
207	1131
207	1222
172	1245
130	1176
102	1176
93	1176
84	1087
68	1199
40	1199
28	1154
28	1065
34	1154
34	1154
22	1087
13	1065
18	1022
18	979
13	916
18	1000
28	958
40	958
61	1043
61	1000
61	875
68	835
102	835
141	835
172	835
207	815
243	875
282	896
309	815
396	738
506	645
540	591
557	591
645	609
796	557
835	523
855	557
1022	490
1022	411
1043	396
1176	411
1199	381
1199	411
1222	426
1339	381
1436	366
1436	309
1485	309
1714	295
1740	243
1740	256
1873	256
1714	195
1714	231
1793	231
1819	219
1766	162
1766	162
1846	162
1846	151
1740	162
1688	151
1740	121
1636	130
1662	162
1740	93
1610	84
1436	93
1460	111
1485	68
1292	68
1363	68
1411	84
1199	84
1109	61
1154	68
1154	61
1109	61
1022	40
979	46
896	40
719	40
719	40
700	18
557	40
557	34
523	18
396	22
381	18
351	18
295	22
243	28
207	22
195	9
184	13
141	22
121	18
93	13
84	22
76	13
68	13
53	13
34	13
28	6
28	13
18	9
13	9
28	13
34	9
28	18
18	6
13	9
13	9
18	13
18	13
28	6
53	6
53	13
61	9
84	6
111	13
121	13
141	9
162	13
172	0
195	0
231	0
309	0
396	0
426	0
506	0
591	0
591	0
645	0
757	0
796	0
815	0
896	0
1065	0
1176	0
1268	0
1534	0
1636	0
1560	0
1585	0
1766	0
1793	0
1688	0
1900	0
1927	0
1714	0
1793	0
1873	0
1846	0
1819	0
1846	0
1900	0
1927	0
2037	0
2323	0
2294	0
2122	0
2412	0
2353	0
2179	0
2323	0
2294	0
2294	0
2323	0
2412	0
2323	0
2207	0
2236	0
2412	0
2323	0
2236	0
2353	0
2265	0
2179	0
2207	0
2265	0
2094	0
2122	0
2265	0
2207	0
2150	0
2122	0
2037	0
2010	0
1982	0
2010	0
2010	0
1900	0
1873	0
1900	0
1873	0
1927	0
1900	0
1766	0
1793	0
1819	0
1793	0
1662	0
1585	0
1585	0
1585	0
1485	0
1460	0
1436	0
1339	0
1268	0
1199	0
1154	0
1131	0
1087	0
1087	0
1109	0
1109	0
1087	0
1065	0
1022	0
1000	0
958	0
896	0
757	0
627	0
591	0
609	0
591	0
645	0
663	0
591	0
574	0
574	0
574	0
540	0
458	0
458	0
458	0
351	0
351	0
337	0
256	0
269	0
269	0
282	0
269	0
282	0
282	0
256	0
207	0
219	0
207	0
151	0
162	0
151	0
121	0
102	0
111	0
130	0
141	0
141	0
121	0
102	0
93	0
93	0
93	0
84	0
76	0
68	0
61	0
68	0
76	0
40	0
22	0
34	0
40	0
40	0
40	0
40	0
40	0
40	0
34	0
28	0
40	0
40	0
22	0
18	0
18	0
18	0
22	0
34	0
28	0
18	0
18	0
13	0
18	0
28	0
22	0
18	0
18	0
18	0
18	0
22	0
28	0
18	0
13	0
13	0
18	0
9	0
9	0
13	0
22	0
22	0

