10.02.2014	13:31:40
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 302	xPos 371


Zeilenpixel	Spaltenpixel
22	22
18	22
18	13
18	18
18	22
18	18
13	28
13	18
18	22
22	22
22	28
18	28
13	28
13	28
9	18
13	18
18	28
18	22
22	22
22	18
22	28
28	28
28	13
18	28
13	18
13	18
18	18
18	34
9	22
13	22
22	9
18	22
13	13
13	13
13	22
22	22
28	28
18	22
13	22
18	22
22	22
18	13
6	18
13	13
13	18
9	22
6	22
13	22
13	28
13	22
13	22
18	18
18	13
18	18
22	28
22	13
18	22
18	18
18	13
18	18
18	28
13	13
18	22
22	18
18	13
18	22
18	28
13	22
13	18
18	18
22	18
22	28
18	22
18	13
18	13
18	9
18	18
13	28
13	22
13	18
13	18
13	40
9	40
9	22
9	28
18	28
18	13
18	18
18	22
13	18
13	22
13	18
13	22
13	13
13	18
13	22
13	18
18	22
13	28
13	13
22	22
22	13
22	18
22	9
18	18
18	18
18	18
13	18
13	13
28	22
34	18
18	22
18	22
18	13
18	28
18	22
13	18
13	22
13	22
18	22
22	13
18	22
13	13
9	9
9	18
9	9
13	18
13	18
18	13
18	22
18	18
13	13
18	18
22	22
18	13
9	13
13	18
13	18
18	18
18	13
18	13
18	13
18	18
28	13
22	22
18	13
13	13
13	22
13	18
13	18
13	18
18	18
18	22
13	13
18	18
13	13
13	9
9	13
13	22
18	13
18	22
18	6
18	18
22	9
13	22
9	13
13	13
13	22
18	18
18	13
13	18
13	13
9	13
9	28
13	13
18	18
28	18
18	22
9	13
9	18
9	18
9	13
9	22
13	22
13	28
13	6
6	22
13	18
18	28
22	28
22	22
18	18
13	22
13	28
9	28
9	22
9	22
9	22
18	22
22	22
18	28
18	28
13	34
9	40
9	34
13	61
18	53
18	61
13	53
6	53
9	76
18	84
18	68
18	84
18	93
9	111
6	130
9	84
13	93
13	130
9	162
18	162
18	172
13	184
9	256
6	282
3	309
9	366
18	442
18	458
18	506
18	557
9	474
13	490
18	523
22	591
22	757
13	738
13	757
9	776
6	815
9	1022
18	1087
18	1222
13	1222
13	1199
18	1222
13	1387
13	1662
6	1900
9	1982
13	2010
18	1982
9	1900
13	2010
13	2094
18	2236
18	2382
18	2441
18	2501
22	2471
22	2353
22	2294
18	2471
18	2684
28	2809
34	3000
28	3130
28	3396
28	3600
34	3635
46	3566
46	3600
40	3739
40	3880
53	3951
61	3916
53	4132
46	4278
53	4538
84	4463
111	4426
102	4463
68	4576
61	4501
102	4538
219	4538
269	4501
184	4352
141	4315
151	4426
207	4728
282	4998
323	5314
282	5314
219	5474
269	5354
474	5116
627	5037
557	5155
426	5314
396	5474
442	5515
627	5474
835	5195
815	4998
663	4882
663	4843
979	4843
1222	4959
1154	5076
937	5274
1065	5274
1436	5274
1927	5116
2094	4998
1740	4920
1245	4882
1154	4766
1740	4652
2323	4766
2471	4843
2122	4766
2065	4804
2150	4843
2441	4882
2684	4766
2592	4690
2236	4576
2065	4576
2653	4538
3130	4426
3163	4241
3032	3987
3065	3774
3328	3635
3810	3362
4168	3228
3916	3163
3328	3130
3032	3163
3396	3065
3916	3097
4095	3000
3739	2904
3463	2715
3566	2501
3916	2294
4389	2236
4389	2122
4059	2207
3845	2294
4204	2294
5037	2207
5637	2094
5155	1900
4766	1766
4843	1610
5076	1585
5394	1714
5515	1766
5234	1610
4614	1485
4690	1339
5155	1109
5474	1131
5434	1176
5155	1222
5116	1199
