10.02.2014	13:31:40
5234	1000
5555	738
5678	700
5515	681
5155	645
4998	609
5076	540
5195	396
5116	366
4804	366
4728	366
4766	458
4998	458
5195	411
5195	323
5076	282
4882	256
5116	184
5474	121
5354	93
5195	102
5155	141
5076	121
4998	102
4959	121
4728	68
4168	76
3951	68
3951	68
4023	61
4204	46
4204	40
4095	34
3951	34
3774	28
3497	40
3195	13
2872	22
2684	18
2592	28
2715	22
2968	28
2904	13
2746	13
2531	6
2323	18
2207	9
2179	18
2207	13
2207	9
2236	13
2236	9
2010	9
1688	13
1534	13
1315	9
1245	9
1268	6
1268	9
1222	13
1222	9
1199	9
1154	13
1087	13
937	9
719	6
645	9
557	13
574	6
574	9
574	6
627	18
591	9
506	9
411	13
323	9
282	18
256	6
269	13
282	9
256	6
207	9
162	18
151	9
172	22
172	13
162	9
121	13
111	13
111	18
121	18
111	18
93	13
84	13
76	18
61	13
61	13
84	18
84	9
68	18
46	18
46	13
40	22
40	13
34	22
40	13
53	13
61	18
40	18
18	13
13	6
13	13
22	13
34	22
28	22
18	18
22	9
28	22
22	13
18	13
18	13
18	18
18	9
18	6
22	13
18	9
13	22
18	18
22	9
18	9
28	13
28	34
18	9
13	18
13	18
18	13
18	9
13	18
22	28
22	18
22	13
18	13
9	13
6	28
6	18
9	22
9	13
13	22
18	9
28	13
22	22
18	18
18	13
13	18
13	13
13	18
18	22
18	18
13	18
9	13
13	22
22	18
22	18
9	22
18	18
18	18
13	18
9	22
13	13
13	18
13	22
13	22
13	18
13	28
18	9
18	13
13	18
13	13
13	18
18	28
18	22
13	18
13	18
13	18
9	13
9	13
13	9
13	18
13	18
13	13
13	9
18	18
18	13
18	22
18	28
13	9
13	28
18	13
18	18
18	13
22	22
18	13
9	0
6	0
9	0
18	0
18	0
9	0
6	0
9	0
9	0
13	0
18	0
13	0
9	0
9	0
9	0
9	0
9	0
18	0
13	0
9	0
9	0
18	0
18	0
13	0
9	0
18	0
18	0
6	0
6	0
13	0
13	0
13	0
9	0
9	0
13	0
13	0
13	0
9	0
18	0
13	0
13	0
13	0
13	0
9	0
6	0
9	0
13	0
9	0
9	0
13	0
18	0
18	0
9	0
9	0
9	0
18	0
18	0
13	0
13	0
13	0
18	0
9	0
9	0
13	0
13	0
9	0
13	0
13	0
9	0
13	0
9	0
9	0
9	0
13	0
9	0
9	0
13	0
9	0
9	0
13	0
13	0
13	0
3	0
9	0
9	0
9	0
9	0
9	0
13	0
9	0
6	0
9	0
13	0
9	0
6	0
9	0
18	0
13	0
9	0
6	0
9	0
9	0
9	0
9	0
13	0
9	0
9	0
9	0
9	0
13	0
9	0
9	0
9	0
9	0
13	0
9	0
9	0
13	0
13	0
9	0
9	0
13	0
13	0
9	0
6	0
6	0
9	0
9	0
9	0
6	0
9	0
9	0
13	0
13	0
6	0
3	0
3	0
9	0
13	0
13	0
13	0
9	0
6	0
6	0
6	0
6	0
13	0
18	0
13	0
6	0
6	0
6	0
18	0
13	0
13	0
13	0
9	0
13	0
13	0
13	0
6	0
9	0
9	0
9	0
9	0
13	0
13	0
6	0
6	0
9	0
9	0
9	0
9	0
6	0
13	0
9	0
9	0
6	0
9	0
9	0
9	0
13	0
9	0
9	0
13	0
9	0
6	0
3	0
3	0
6	0

