10.02.2014	11:56:33
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 346	xPos 360


Zeilenpixel	Spaltenpixel
22	18
18	18
18	9
18	6
13	6
9	18
18	9
18	13
13	13
9	13
13	9
22	6
28	9
28	6
22	13
18	13
13	13
22	9
13	9
6	6
9	13
13	13
13	9
13	13
13	13
6	13
6	9
6	13
9	6
13	9
13	9
6	9
13	9
22	13
18	9
13	18
13	9
13	9
9	9
9	6
13	9
18	6
13	6
9	13
9	6
6	9
6	6
9	13
13	6
13	9
9	9
9	6
6	6
13	6
13	6
9	9
9	9
9	9
13	13
13	6
9	3
9	9
9	9
13	9
9	13
13	9
13	6
9	6
3	9
3	9
3	6
9	6
9	9
13	6
13	9
9	9
9	9
6	9
6	6
6	9
6	9
6	9
3	9
9	9
9	6
9	9
13	6
13	6
9	6
6	9
6	9
6	18
6	9
13	9
13	6
13	6
9	6
6	9
6	6
6	9
13	9
13	9
13	6
13	6
9	6
6	6
6	3
13	9
18	6
13	9
6	6
13	6
13	9
13	9
13	13
9	9
6	3
6	9
9	9
9	3
9	6
9	3
9	6
6	6
6	6
6	6
6	3
9	6
9	6
3	6
6	6
6	6
13	9
9	9
9	3
9	6
9	6
6	6
6	3
6	6
6	6
9	3
6	6
6	6
9	6
6	6
6	6
9	6
13	9
13	6
9	3
9	6
9	9
3	6
3	9
13	6
13	6
9	3
6	9
6	9
3	6
9	6
18	6
13	6
6	9
6	3
9	3
6	9
6	9
9	13
13	3
9	6
9	6
6	6
3	6
9	9
13	6
9	6
3	9
3	13
6	9
6	6
6	6
9	13
9	3
3	6
6	68
9	76
9	9
9	9
6	6
6	6
9	9
13	9
9	3
6	6
6	6
6	6
9	3
6	6
3	6
3	9
6	9
6	6
6	3
3	6
3	6
3	3
3	3
6	6
9	6
6	3
3	6
3	6
3	3
3	3
3	6
6	3
6	3
9	3
6	3
6	6
9	9
6	6
6	9
3	6
3	9
6	6
3	6
3	6
3	9
9	3
9	6
3	9
3	6
3	13
6	9
6	9
6	13
3	9
3	6
6	6
6	18
6	9
6	13
6	9
3	9
6	9
9	9
6	13
6	22
6	9
9	13
9	18
9	9
9	13
6	18
6	18
9	22
13	34
9	34
6	22
9	40
13	28
18	34
13	61
9	34
13	53
13	102
13	111
22	84
28	93
28	102
22	162
13	207
34	172
68	162
53	207
28	269
22	323
28	323
68	351
111	396
141	490
121	474
84	591
121	506
219	591
269	738
195	796
162	855
141	835
231	896
396	958
458	1131
366	1245
243	1315
323	1460
627	1485
896	1560
796	1766
700	1900
627	2010
757	2122
1087	2236
1387	2265
1315	2412
875	2531
855	2592
1436	2684
2065	2746
2150	2778
1927	2746
1636	2778
1636	2840
2065	3032
2471	3163
2501	3328
2294	3429
1955	3532
2236	3532
2936	3532
3228	3566
3130	3704
2904	4059
2746	4352
2936	4690
3463	4920
3845	5155
3774	5354
3328	5474
3396	5515
4059	5515
4614	5474
4652	5354
4501	5314
4168	5434
3951	5474
4389	5555
4998	5515
5116	5555
4843	5555
4576	5596
4728	5637
5596	5515
5925	5515
5719	5555
5354	5637
5037	5760
5037	5884
5354	5884
5884	5967
5842	5925
5596	5884
5596	5760
5842	5760
6092	5719
6050	5637
5925	5474
5678	5394
5555	5274
5719	5195
6050	5076
6092	4920
5884	4920
5678	4766
5394	4690
5434	4576
5474	4463
5474	4352
5314	4315
5155	4095
5037	4023
4959	3916
4998	3810
4998	3670
4843	3635
4690	3670
4804	3532
4843	3532
4843	3532
4728	3429
4576	3262
4315	3065
4132	2904
4059	2715
3951	2623
3704	2592
3635	2501
3635	2412
3635	2294
3704	2150
3704	1982
3532	1819
3262	1714
3065	1636
2872	1662
2746	1585
2684	1585
2623	1510
2592	1436
2562	1268
2441	1065
2265	835
2094	738
2010	663
2010	645
2065	557
2065	523
1955	490
1688	506
1460	506
1387	458
1315	381
1245	323
1109	243
958	207
875	243
855	195
835	231
738	162
591	151
458	84
411	61
351	68
351	61
381	68
337	61
243	46
184	22
162	18
172	22
219	22
184	18
121	13
102	18
84	13
84	9
84	18
76	13
76	9
68	6
53	6
34	3
28	13
28	9
28	6
28	6
28	6
22	6
18	9
22	6
22	3
13	6
9	3
9	6
13	3
13	3
13	3
13	6
9	6
9	3
6	6
9	3
18	3
18	6
9	9
9	9
9	6
9	6
13	6
9	3
3	6
6	6
13	6
9	3
6	6
9	6
13	3
9	6
9	3
6	3
9	6
6	3
6	9
6	6
9	6
13	6
9	6
3	6
3	3
6	9
9	9
9	6
6	9
3	3
6	6
9	9
9	6
6	6
9	3
9	6
9	9
9	6
6	9
6	6
9	6
9	9
6	13
6	6
6	3
3	6
3	6
3	13
6	6
9	3
13	6
18	6
9	9
6	6
6	9
6	3
6	3
6	13
6	3
9	9
13	13
13	9
13	9
18	6
18	9
13	6
6	3
3	3
6	3
6	6
9	9
13	3
13	6
18	9
22	3
13	9
13	6
9	6
9	9
9	6
9	9
9	9
9	9
13	6
22	9
34	6
28	9
13	9
9	6
13	9
9	13
9	6
6	9
6	9
9	6
13	6
22	9
22	6
13	6
13	3
13	6
6	6
3	9
6	9
9	9
18	0
18	0
28	0
28	0
18	0
9	0
9	0
9	0
6	0
9	0
9	0
18	0
13	0
9	0
18	0
22	0
9	0
9	0
13	0
9	0
9	0
9	0
9	0
13	0
18	0
18	0
28	0
22	0
9	0
6	0
6	0
6	0
6	0
9	0
13	0
18	0
22	0
28	0
22	0
13	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
18	0
13	0
3	0
6	0
6	0
6	0
6	0
6	0
6	0
9	0
13	0
13	0
9	0
9	0
9	0
9	0
6	0
3	0
3	0
3	0
6	0
9	0
6	0
6	0
9	0
6	0
6	0
9	0
9	0
3	0
3	0
3	0
3	0
6	0
9	0
6	0
3	0
3	0
6	0
6	0
9	0
9	0
9	0
13	0
9	0
9	0
6	0
6	0
3	0
3	0
6	0
6	0
6	0
3	0
3	0
1	0
3	0
6	0
9	0
6	0
6	0
3	0
3	0
3	0
3	0
6	0
9	0
9	0
6	0
6	0
6	0
3	0
3	0
3	0
6	0
6	0
6	0
3	0
3	0
3	0
3	0
3	0
3	0
6	0
6	0
3	0
3	0
6	0
6	0
6	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0
6	0
6	0
3	0
3	0
3	0
6	0
6	0
6	0
6	0
3	0
3	0
3	0
6	0
9	0
6	0
6	0
3	0
6	0
6	0
6	0
6	0
3	0
3	0
3	0
3	0
3	0
6	0
9	0
6	0
6	0
6	0
3	0
6	0
3	0
6	0
6	0
3	0
3	0
3	0
3	0
3	0
3	0
6	0
3	0

