10.02.2014	13:09:52
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 461	xPos 266


Zeilenpixel	Spaltenpixel
28	13
28	13
22	13
18	18
18	18
22	18
18	40
18	28
18	22
22	22
34	34
34	13
28	22
22	13
22	18
22	22
13	18
18	22
18	13
22	18
22	9
18	18
18	18
18	18
22	18
22	18
18	18
18	13
18	18
18	18
18	28
22	22
22	9
9	22
6	22
6	18
18	13
28	13
18	18
18	18
18	18
13	22
13	18
13	13
22	18
22	18
18	13
9	13
9	22
18	18
18	28
18	18
18	13
22	13
22	28
22	13
18	18
9	18
9	28
13	22
18	22
18	9
18	18
18	22
18	22
18	18
22	13
22	22
22	22
18	22
18	18
13	22
13	18
18	22
18	28
18	34
18	18
18	22
13	22
13	34
18	22
13	22
9	28
18	9
22	40
18	22
18	18
22	28
22	22
22	34
18	34
18	22
22	22
22	13
18	28
13	13
13	18
13	34
22	13
18	22
18	18
18	13
18	18
28	22
28	22
18	13
18	13
22	28
28	22
34	9
28	18
22	13
22	13
18	34
13	28
9	18
13	13
18	28
22	28
28	18
18	18
9	22
22	28
28	28
28	22
22	18
13	22
9	18
13	13
22	34
28	13
18	28
13	18
13	22
13	18
13	18
22	13
28	18
22	22
13	13
13	22
18	22
22	18
22	18
18	22
18	18
22	28
22	22
22	18
18	9
18	9
22	28
28	22
22	22
18	22
13	22
13	13
13	22
18	18
22	13
28	40
22	9
18	9
9	13
13	13
18	18
18	18
18	13
22	13
22	13
22	28
22	18
22	9
22	18
18	28
18	28
18	13
22	28
28	13
22	22
22	18
22	34
28	28
28	18
34	9
46	13
46	18
34	22
40	13
84	13
84	13
84	18
68	13
61	18
68	22
111	22
162	40
184	18
184	28
207	13
256	9
282	18
309	18
256	18
195	18
256	13
396	18
523	13
574	22
540	18
540	13
719	13
776	13
835	28
757	40
681	18
815	18
1176	18
1485	22
1436	18
1199	22
1065	18
1176	9
1245	22
1363	22
1339	18
1315	13
1560	9
2179	18
2684	28
2623	13
2382	22
2294	18
2441	13
2592	13
2746	18
2592	28
2323	18
2382	22
2746	28
3097	13
3262	18
3130	13
3065	13
3396	9
3566	18
3810	13
3845	13
3739	18
3704	18
3951	18
4315	13
4576	22
4426	18
4132	18
4241	13
4538	18
4652	34
4882	13
4998	13
5037	18
5354	28
5925	13
6008	18
5842	18
5596	13
5394	18
5596	18
5596	13
5394	9
4998	9
4882	18
4882	18
4843	18
4882	13
4690	34
4576	18
4882	18
5037	13
5037	13
5037	18
4920	13
4652	13
4352	13
4204	13
4059	28
4023	13
4023	18
4132	13
4095	9
3951	28
3670	18
3295	18
2968	28
2840	18
2840	18
2778	18
2840	18
2872	13
2684	22
2471	18
2382	13
2294	9
2265	9
2294	9
2150	22
1900	18
1766	9
1636	18
1610	13
1688	13
1585	22
1460	9
1268	13
1109	22
1022	9
979	13
937	13
815	13
719	18
700	18
681	13
591	22
523	18
426	13
381	18
366	22
366	22
337	13
282	13
219	18
195	18
184	22
172	28
162	13
151	13
130	18
111	18
93	6
93	9
111	9
121	9
84	18
46	13
53	18
61	13
53	18
40	28
34	18
34	18
34	22
34	13
34	22
28	18
28	22
40	22
34	22
28	28
28	18
28	22
22	22
18	28
22	22
28	22
34	22
28	22
34	22
28	28
18	22
13	18
13	28
18	22
18	34
18	28
22	46
18	53
9	46
18	40
28	46
22	53
18	34
18	68
18	68
22	40
18	84
22	76
22	68
13	84
13	111
13	84
13	111
18	121
22	130
18	162
13	151
18	130
28	172
34	219
18	243
9	231
18	309
18	366
13	323
9	474
9	474
13	523
22	523
22	663
18	700
18	738
18	738
13	875
13	958
13	1154
18	1199
28	1245
28	1292
18	1222
9	1315
18	1411
18	1662
18	1740
22	1846
22	2010
22	2150
18	2179
13	2323
18	2353
28	2441
40	2531
28	2592
13	2531
13	2592
18	2684
22	2872
22	3097
18	3295
13	3362
13	3396
13	3566
28	3810
22	4132
22	4095
40	4023
34	3987
22	4352
18	4614
13	4766
13	4843
9	4614
6	4614
9	4652
18	4959
28	5234
34	5274
34	5155
22	4959
13	4652
13	4652
18	4920
18	5037
22	5394
34	5515
40	5434
34	5314
46	4998
40	4882
40	4843
34	5037
34	5116
22	5354
22	5678
28	5760
40	5596
40	5274
40	4959
34	4614
40	4389
40	4204
34	4168
22	4095
18	4278
22	4278
40	4315
34	4241
46	4352
40	4315
22	4168
18	3987
22	3739
22	3532
28	3195
34	2968
28	2840
22	2684
28	2562
46	2441
40	2353
18	2150
18	1955
22	1982
18	1927
18	1846
22	1740
34	1714
28	1610
22	1411
28	1339
34	1245
34	1176
18	1131
13	1000
18	958
13	979
13	1087
18	1131
22	958
22	937
34	896
34	835
18	700
18	540
18	442
13	351
18	256
22	195
18	184
9	121
13	102
28	102
28	121
28	111
22	130
28	162
22	162
18	102
13	93
13	53
18	18
13	22
18	28
13	40
13	34
18	46
13	28
9	34
6	9
6	9
18	13
22	18
18	13
22	22
18	18
18	18
13	9
9	13
9	6
9	13
9	3
13	13
18	9
13	9
18	9
18	9
13	18
6	13
9	9
22	9
22	9
22	13
18	9
6	0
6	0
13	0
22	0
9	0
6	0
9	0
18	0
18	0
18	0
13	0
9	0
13	0
13	0
13	0
13	0
18	0
13	0
13	0
13	0
13	0
13	0
13	0
9	0
13	0
13	0
13	0
13	0
9	0
13	0
28	0
22	0
18	0
9	0
13	0
18	0
18	0
18	0
18	0
13	0
13	0
13	0
13	0
13	0
9	0
9	0
13	0
13	0
9	0
13	0
22	0
28	0
18	0
13	0
9	0
13	0
18	0
18	0
9	0
6	0
18	0
28	0
28	0
18	0
18	0
13	0
9	0
9	0
9	0
18	0
9	0
13	0
18	0
18	0
9	0
9	0
9	0
9	0
9	0
13	0
9	0
9	0
9	0
13	0
22	0
18	0
13	0
9	0
9	0
9	0
9	0
