10.02.2014	13:09:52
18	0
18	0
18	0
18	0
13	0
13	0
13	0
13	0
13	0
13	0
13	0
18	0
22	0
13	0
9	0
6	0
13	0
13	0
18	0
13	0
6	0
6	0
18	0
22	0
18	0
9	0
6	0
18	0
22	0
22	0
18	0
13	0
9	0
9	0
13	0
18	0
18	0
18	0
9	0
9	0
13	0
18	0
18	0
13	0
18	0
28	0
22	0
18	0
9	0
9	0
9	0
9	0
13	0
13	0
9	0
9	0
18	0
18	0
18	0
18	0
18	0
13	0
9	0
13	0
18	0
13	0
13	0
13	0
13	0
13	0
9	0
9	0
13	0
13	0
18	0
18	0
18	0
9	0
9	0
13	0
13	0
9	0
9	0
18	0
18	0
13	0
9	0
9	0
13	0
13	0
18	0
18	0
18	0
18	0
13	0
9	0
6	0
6	0
9	0

