10.02.2014	14:55:38
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos NaN	xPos NaN


Zeilenpixel	Spaltenpixel
0	396
0	411
0	474
0	411
0	381
0	396
0	557
0	609
0	627
0	557
0	557
0	719
0	815
0	855
0	796
0	796
0	937
0	1065
0	1131
0	1043
0	1000
0	1087
0	1363
0	1485
0	1510
0	1363
0	1387
0	1510
0	1740
0	1793
0	1766
0	1636
0	1740
0	1927
0	2010
0	2010
0	1927
0	2010
0	2122
0	2323
0	2353
0	2265
0	2265
0	2294
0	2441
0	2353
0	2353
0	2471
0	2592
0	2778
0	2968
0	3000
0	2778
0	2684
0	2809
0	2904
0	3097
0	3130
0	3195
0	3262
0	3429
0	3566
0	3600
0	3566
0	3532
0	3463
0	3463
0	3739
0	3704
0	3704
0	3845
0	3845
0	3600
0	3497
0	3463
0	3463
0	3463
0	3497
0	3497
0	3532
0	3532
0	3362
0	3328
0	3328
0	3362
0	3497
0	3566
0	3635
0	3635
0	3600
0	3739
0	3704
0	3670
0	3704
0	3704
0	3704
0	3739
0	3845
0	3810
0	3566
0	3295
0	3195
0	3228
0	3163
0	3130
0	3065
0	2936
0	2936
0	2936
0	2778
0	2715
0	2684
0	2778
0	2778
0	2746
0	2592
0	2353
0	2207
0	2236
0	2265
0	2150
0	1982
0	1766
0	1714
0	1819
0	1793
0	1510
0	1176
0	1131
0	1245
0	1109
0	958
0	855
0	700
0	609
0	719
0	591
0	351
0	231
0	207
0	184
0	162
0	121
0	68
0	40
0	28
0	34
0	28
0	18
0	9
0	6
0	13
0	6
0	13
0	13
0	22
0	22
0	40
0	46
0	68
0	130
0	184
0	162
0	219
0	366
0	490
0	557
0	645
0	757
0	815
0	958
0	1022
0	1000
0	1087
0	1268
0	1534
0	1636
0	1585
0	1688
0	1873
0	1955
0	2010
0	2150
0	2353
0	2353
0	2065
0	2207
0	3065
0	3774
0	3130
0	1873
0	1740
0	3065
0	4389
0	4576
0	3704
0	2746
0	2531
0	3032
0	3195
0	2809
0	2265
0	1846
0	1560
0	1740
0	2265
0	2840
0	3195
0	3396
0	3497
0	3497
0	3532
0	3739
0	3916
0	3670
0	3262
0	3097
0	2592
0	2037
0	1662
0	1688
0	2412
0	3566
0	4614
0	4652
0	3600
0	2323
0	1387
0	1131
0	1766
0	2294
0	2179
0	1714
0	1339
0	1387
0	1560
0	1339
0	1000
0	776
0	757
0	700
0	557
0	411
0	295
0	219
0	219
0	162
0	111
0	76
0	68
0	40
0	40
0	34
0	18
0	13
0	18
0	9
0	13
0	18
0	28
0	46
0	40
0	34
0	76
0	93
0	151
0	141
0	207
0	256
0	381
0	506
0	474
0	442
0	506
0	700
0	835
0	1000
0	1065
0	1176
0	1339
0	1436
0	1610
0	1636
0	1688
0	1766
0	1846
0	1846
0	1927
0	1982
0	1955
0	2179
0	2382
0	2441
0	2441
0	2441
0	2623
0	2715
0	2840
0	2872
0	2872
0	2936
0	3032
0	3163
0	3362
0	3163
0	3463
0	3396
0	3566
0	3635
0	3097
0	3670
0	4095
0	2968
0	2010
0	2179
0	3228
0	4132
0	4426
0	4389
0	3704
0	2441
0	2065
0	3000
0	4204
0	3600
0	2746
0	3195
0	2968
0	2778
0	2746
0	2441
0	2265
0	2207
0	2353
0	2179
0	2037
0	1927
0	1793
0	1819
0	1740
0	1510
0	1363
0	1387
0	1363
0	1292
0	1154
0	896
0	663
0	574
0	574
0	426
0	337
0	256
0	184
0	151
0	121
0	61
0	46
0	28
0	22
0	34
0	22
0	13
0	22
0	34
0	22
0	18
0	28
0	53
0	61
0	76
0	68
0	93
0	141
0	219
0	256
0	309
0	396
0	458
0	490
0	490
0	663
0	738
0	958
0	1131
0	1199
0	1245
0	1411
0	1534
0	1610
0	1766
0	1873
0	1846
0	1927
0	2037
0	2037
0	2122
0	2207
0	2353
0	2471
0	2562
0	2684
0	2653
0	2778
0	3000
0	3130
0	3032
0	3228
0	3362
0	3228
0	3262
0	3328
0	3195
0	3130
0	3328
0	3566
0	3497
0	3532
0	3532
0	3429
0	3295
0	3396
0	3463
0	3532
0	3635
0	3916
0	3916
0	3916
0	3880
0	3704
0	3429
0	3396
0	3463
0	3463
0	3497
0	3497
0	3262
0	3065
0	3032
0	3032
0	3032
0	3130
0	3295
0	3396
0	3328
0	3262
0	3163
0	3000
0	3000
0	2936
0	2904
0	2936
0	3065
0	2904
0	2715
0	2471
0	2323
0	2179
0	2150
0	2179
0	2353
0	2471
0	2441
0	2265
0	2207
0	2179
0	2122
0	2094
0	2122
0	2065
0	2037
0	1927
0	1714
0	1610
0	1585
0	1560
0	1411
0	1411
0	1560
0	1585
0	1534
0	1510
0	1485
0	1154
0	1087
0	1199
0	1154
0	1131
0	1154
0	1087
0	1022
0	937
0	855
0	663
0	627
0	700
0	627
0	557
0	591
0	557
0	411
0	366
0	351
0	337
0	337
0	426
0	337
0	231
0	231
0	207
0	111
0	102
0	130
0	121
0	111
0	151
0	130
0	84
0	84
0	84
0	34
0	46
0	102
0	84
0	53
0	93
0	68
0	34
0	28
0	46
0	40
0	46
0	76
0	53
0	34
0	34
0	46
0	40
0	28
0	46
0	46
0	22
0	34
0	22
0	22
0	34
0	28
0	18
0	13
0	22
0	34
0	18
0	34
0	9
0	18
0	22
0	22
0	22
0	18
0	18
0	22
0	13
0	13
0	18
0	13
0	18
0	18
0	18
0	13
0	13
0	22

