10.02.2014	15:03:11
automatische Belichtungszeit, Gamma 1,60 korrigiert!
yPos 250	xPos 220


Zeilenpixel	Spaltenpixel
3	34
18	34
46	34
9	28
1	53
1	18
46	84
40	1
1	22
6	22
40	46
22	6
9	53
1	28
3	3
28	9
68	34
68	9
34	34
9	34
13	130
22	46
6	22
3	28
6	121
22	6
9	34
1	9
1	28
40	28
34	68
1	9
1	53
3	40
1	84
1	9
1	28
9	22
34	53
3	93
1	46
18	22
13	46
9	40
9	53
13	22
22	40
18	93
9	22
6	130
1	22
1	6
1	151
1	46
1	40
13	53
22	102
53	93
53	76
3	28
1	40
22	111
111	93
22	13
1	121
3	102
34	141
18	34
3	68
1	130
1	207
1	102
1	9
22	151
34	93
28	102
1	151
1	84
1	84
1	172
3	231
13	76
28	53
13	93
1	46
1	141
1	93
1	219
6	141
1	61
1	53
1	121
6	121
40	141
34	151
1	231
1	141
3	111
6	121
1	76
1	243
1	151
6	366
28	256
61	207
22	269
1	195
1	243
3	130
1	231
1	337
9	195
6	269
1	426
1	411
1	351
1	381
9	323
76	295
184	282
53	411
1	243
1	282
1	309
1	506
9	681
22	738
18	381
22	835
40	540
61	591
84	757
40	757
13	796
28	700
53	663
68	557
76	663
111	937
102	738
40	855
18	1176
61	958
162	776
219	1109
243	1000
231	1131
121	937
93	1087
151	1087
141	1043
162	1065
295	1411
231	1199
151	1199
130	1411
162	1460
243	1534
351	1585
411	1740
366	1982
295	1740
351	2037
574	1900
796	2265
700	2150
442	2501
411	2715
426	2531
574	2562
719	2323
875	2562
1022	2562
1043	2471
958	2746
1065	2265
1245	2471
1363	2207
1560	2562
1534	2623
1436	2840
1339	2778
1436	2778
1560	2936
1636	3032
1740	2904
1766	3000
1873	2778
2037	2904
2094	3130
2065	3163
2122	3032
2353	3429
2684	3295
2653	3429
2562	3295
2562	3163
2623	2936
2592	2778
2653	2715
2778	2936
2778	3328
2746	3704
2746	3463
2872	3429
3065	3195
3130	3163
3000	3362
3000	3774
3032	3429
3097	3600
3032	3463
3065	4023
3130	3635
3065	3635
3000	3195
3163	3328
3130	3497
2904	3396
3032	3163
3262	3130
3328	3228
3328	3635
3328	3228
3396	3362
3362	3130
3295	3295
3097	3295
3065	3635
3065	3532
2968	3362
2778	3396
2592	3532
2623	3362
2623	3262
2684	3295
2715	3228
2746	3228
2746	3670
2746	3600
2840	3362
2653	3228
2501	3463
2294	2936
2037	3228
1982	3228
1927	3396
1900	3195
1793	3429
1714	3097
1714	3262
1714	2746
1662	3000
1662	3097
1662	3097
1714	3000
1585	3097
1460	2746
1154	2936
815	3000
591	2904
591	2501
609	2715
506	2412
396	2501
295	2684
184	2904
256	2840
282	2778
337	2715
309	2501
243	2382
207	3000
184	2809
68	3097
13	2936
3	3097
1	2840
1	2592
1	2501
1	2684
1	2592
1	3097
1	2936
34	2778
22	2778
1	2412
1	2353
6	2471
18	2294
18	2562
28	2294
18	2623
13	2809
40	2840
121	2353
231	2323
309	1982
337	2094
337	1955
458	2122
458	1900
474	2179
557	2236
835	2207
979	1766
1022	1846
1154	1846
1534	1610
1714	1927
1714	1688
1740	1900
1846	1714
1982	1714
1955	1766
1846	1339
1900	1688
1873	1534
1846	1585
2037	1436
2150	1485
1982	1793
1955	1485
1955	1087
2037	1022
2094	896
2150	896
2236	1292
2150	1131
1846	627
1819	609
1688	1109
1485	663
1688	591
1688	815
1662	557
1610	609
1610	523
1510	875
1339	796
1176	506
1109	609
1022	574
979	366
916	506
875	506
875	396
875	351
776	396
557	219
351	184
256	219
256	184
207	243
121	295
111	269
53	243
28	207
6	195
13	172
68	93
141	102
141	46
68	84
40	162
13	130
1	184
1	61
1	130
22	207
61	102
28	121
9	172
28	18
18	3
9	141
9	34
28	76
102	46
130	6
207	9
256	28
295	68
442	61
663	28
719	46
875	76
1199	46
1460	18
1411	53
1315	76
1292	18
1460	13
1610	28
1560	6
1560	3
2236	9
2265	9
1927	76
2010	9
1819	13
1636	130
1363	13
1222	13
1245	1
1339	1
1534	22
1846	22
2122	111
2382	76
2501	53
2065	3
1900	6
1740	40
1740	6
1714	22
1846	6
2037	34
1819	68
1460	61
1268	28
1043	1
958	28
937	28
875	3
776	1
591	22
458	34
381	61
366	22
381	34
351	1
172	22
84	13
121	13
121	1
121	40
61	18
6	61
1	18
22	1
40	53
1	40
1	13
3	1
46	6
46	3
28	1
6	18
3	1
13	34
22	3
84	1
93	1
46	22
151	6
309	9
323	22
366	1
474	22
700	22
916	18
1065	53
1315	28
1363	1
1199	6
1176	1
1315	1
1363	28
1436	13
1436	40
1387	34
1387	28
1485	6
1714	1
1846	1
1873	1
2065	40
2094	18
2065	22
2065	1
2094	34
1982	40
1819	1
1982	28
2094	28
2010	84
1793	9
1873	141
1766	13
1662	28
1585	34
1688	68
1688	46
1485	40
1268	84
1222	40
1199	34
1154	3
1199	3
1065	141
896	46
700	102
627	130
574	1
506	6
442	130
366	18
256	40
141	61
93	18
68	46
46	1
46	34
46	18
18	53
1	34
1	1
13	1
22	34
13	76
9	9
28	111
22	68
9	22
1	13
9	53
61	76
93	111
18	76
18	22
130	28
102	34
76	46
172	53
219	28
323	22
426	18
540	1
681	1
681	102
776	40
1043	121
1176	28
1109	40
1065	93
1087	18
1154	111
1176	9
1222	84
1315	68
1268	76
1436	40
1846	9
1873	46
1927	18
2010	28
1846	93
1688	46
1740	28
1955	84
1982	18
1955	162
2010	34
2122	40
1982	76
1819	68
1955	3
1982	22
2010	46
1873	28
1766	0
1662	0
1585	0
1485	0
1411	0
1315	0
1339	0
1315	0
1245	0
1154	0
1087	0
937	0
645	0
490	0
540	0
609	0
442	0
351	0
337	0
309	0
195	0
93	0
76	0
111	0
76	0
121	0
195	0
76	0
40	0
22	0
1	0
1	0
1	0
1	0
6	0
28	0
22	0
3	0
1	0
6	0
22	0
34	0
28	0
22	0
40	0
68	0
93	0
195	0
381	0
490	0
645	0
776	0
796	0
776	0
796	0
875	0
1022	0
1245	0
1460	0
1560	0
1460	0
1534	0
1688	0
1688	0
1714	0
1846	0
1955	0
2010	0
1982	0
1982	0
2037	0
2065	0
2265	0
2382	0
2265	0
2441	0
2778	0
2904	0
2778	0
2562	0
2623	0
2840	0
3032	0
3262	0
3262	0
3000	0
3065	0
3195	0
3163	0
2968	0
2936	0
2809	0
2501	0
2353	0
2684	0
2840	0
2623	0
2653	0
2715	0
2684	0
2684	0
3000	0
3163	0
3065	0
3097	0
2968	0
2872	0
2936	0
2968	0
3000	0
2904	0
2746	0
2592	0
2353	0
2323	0
2746	0
2441	0
2122	0
2207	0
