10.02.2014	15:03:11
2150	0
2065	0
1955	0
1927	0
1873	0
1636	0
1460	0
1560	0
1460	0
1485	0
1636	0
1485	0
1436	0
1460	0
1560	0
1636	0
1740	0
1662	0
1268	0
1292	0
1315	0
1131	0
937	0
916	0
916	0
875	0
757	0
757	0
815	0
776	0
609	0
523	0
574	0
627	0
540	0
381	0
309	0
351	0
396	0
442	0
474	0
231	0
162	0
323	0
442	0
426	0
351	0
184	0
93	0
141	0
219	0
184	0
207	0
184	0
130	0
195	0
172	0
93	0
28	0
22	0
61	0
68	0
68	0
34	0
18	0
28	0
151	0
102	0
28	0
1	0
1	0

