40	1873
34	1873
28	1873
22	1955
18	2037
13	2065
18	2094
34	2010
40	1982
28	2037
18	2236
22	2353
18	2353
18	2179
22	2122
28	2294
28	2471
22	2653
22	2684
28	2562
22	2653
18	2840
22	2936
22	2936
22	2715
22	2715
18	2872
18	3163
22	3463
28	3566
22	3532
18	3600
18	3810
22	3987
28	3987
22	3880
28	3880
28	3916
22	4204
22	4576
18	4576
13	4576
13	4463
18	4389
22	4501
22	4501
22	4463
28	4501
22	4766
18	4920
18	4959
18	4843
18	4766
18	4728
18	5037
18	5314
18	5394
13	5314
18	5515
22	5515
22	5555
18	5637
22	5760
22	5801
28	5925
28	6261
22	6389
22	6304
18	6177
18	6134
18	6134
13	6134
13	6134
22	6177
28	6134
22	6177
13	6134
18	5967
22	5637
22	5515
28	5801
28	6092
18	6389
13	6432
18	6219
22	6177
22	6134
18	5842
22	5596
22	5678
18	5760
18	5925
18	6050
18	5967
13	5678
13	5234
18	4882
22	4804
22	4766
22	4690
18	4804
18	4882
13	4728
13	4538
13	4204
13	3810
18	3774
22	3916
22	3810
18	3739
13	3635
13	3195
18	2684
13	2623
13	2684
18	2471
18	2353
13	2265
18	2094
18	1982
22	1927
18	1688
13	1315
18	1109
18	1043
18	1087
13	1109
13	896
18	557
18	411
13	411
18	295
13	195
18	172
18	162
13	111
13	76
13	53
22	40
18	18
18	9
18	13
13	13
18	9
18	18
18	34
9	53
9	53
18	76
18	93
18	102
13	172
13	337
18	442
18	426
18	591
13	776
9	835
9	937
13	1109
28	1109
28	1022
22	1176
34	1411
34	1534
18	1819
18	2150
22	2207
22	2179
28	2353
28	2412
28	2412
28	2684
34	3065
46	3195
40	3295
53	3497
53	3532
40	3362
53	3429
46	3635
53	3497
61	3670
68	3951
84	3951
93	4132
93	4538
102	4652
121	4352
130	4241
151	4241
162	3987
172	4023
151	4426
151	4352
162	4132
184	4352
243	4652
295	4652
323	4614
337	4614
323	4501
309	4426
309	4576
323	4690
337	4501
351	4132
381	3916
411	3774
474	3810
540	3880
591	3670
681	3429
663	3600
645	3600
645	3195
681	2872
738	2746
796	2653
896	2778
896	2872
958	2715
1109	2412
1154	2065
1176	1766
1199	1460
1199	1460
1176	1610
1268	1510
1411	1363
1510	1087
1610	835
1766	757
1900	627
1982	540
2010	458
2065	411
2065	337
2010	269
2037	172
2094	111
2150	76
2294	46
2382	40
2412	22
2531	22
2592	13
2623	9
2809	9
3000	13
3032	18
3032	46
3130	46
3228	46
3295	53
3429	61
3532	102
3670	219
3739	282
3774	323
3880	381
3951	474
4023	681
4095	815
4132	1000
4278	1043
4501	1154
4538	1411
4690	1688
4882	1662
4959	1636
5037	1819
5195	1819
5394	1955
5434	2236
5678	2412
5801	2353
5719	2684
5801	3065
5925	3097
5925	3163
5967	3429
6092	3566
6134	3635
6134	4095
6219	4352
6261	4426
6261	4501
6389	4804
6561	4959
6648	5037
6691	5234
6691	5314
6778	5155
6822	5195
6866	5314
6866	5116
6778	4959
6735	5155
6735	5155
6691	4920
6648	4998
6604	4959
6561	4882
6432	4959
6346	5234
6261	5076
6134	4804
6050	4728
6050	4690
6008	4426
5967	4059
6008	3845
5967	3670
5925	3600
5842	3845
5719	3916
5555	3704
5314	3429
5116	3195
4882	2809
4690	2623
4538	2653
4389	2471
4241	2353
4095	2412
3916	2294
3845	2122
3810	1982
3739	1819
3704	1610
3670	1585
3635	1610
3497	1436
3328	1087
3097	875
2936	738
2746	627
2562	523
2412	411
2236	323
2094	269
1927	282
1793	256
1636	184
1485	102
1363	53
1245	34
1154	28
1065	28
979	28
916	22
776	18
609	22
442	22
323	22
219	34
162	53
121	76
84	121
53	162
34	162
28	256
28	411
22	474
18	442
18	474
18	574
18	835
22	1131
28	1292
34	1268
40	1411
61	1636
84	1766
121	1873
207	2094
282	2236
381	2236
490	2441
627	2715
738	2746
958	2715
1176	2809
1268	3000
1387	3228
1585	3497
1585	3670
1662	3704
1793	3987
1900	4389
2010	4576
2065	4614
2236	4766
2323	4882
2265	4882
2353	5116
2592	5354
2592	5234
2872	5076
3130	5234
2968	5474
3195	5474
3295	5555
3396	5596
3429	5434
3670	5474
3774	5842
3704	5884
3880	5884
3951	6177
3916	6389
4059	6389
4168	6604
4168	6735
4204	6518
4352	6346
4501	6518
4426	6691
4241	6778
4614	6778
4728	6648
4614	6389
4690	6432
4652	6604
4576	6604
4389	6561
4315	6691
4278	6778
4204	6822
4132	6910
4426	6866
4241	6691
3774	6475
3774	6561
3566	6648
3429	6604
3463	6561
3429	6389
3195	6050
3130	5801
3295	5760
3228	5719
3163	5842
3097	6008
2872	6092
2531	6177
2323	6050
2294	5760
2236	5637
2094	5474
2037	5515
2037	5842
1793	5925
1662	5801
1585	5555
1315	5234
1339	4843
1292	4576
1154	4352
958	4352
937	4352
916	4278
776	4352
645	4204
557	3916
411	3845
256	3739
184	3635
151	3845
111	3987
84	3774
76	3670
61	3566
46	3362
40	3065
28	2809
22	2715
28	2592
40	2623
28	2746
22	2653
22	2441
28	2441
34	2382
46	2150
68	2150
121	2265
195	2150
231	2037
366	2037
458	1900
474	1560
540	1534
719	1636
835	1560
896	1534
1087	1766
1292	1610
1387	1268
1534	1109
1793	937
1927	815
2010	896
2207	1131
2501	1087
2653	896
2746	958
3097	776
3163	506
3130	574
3566	591
3635	411
3532	426
3845	609
3951	490
3845	323
3845	351
4023	337
4204	231
4315	256
4501	323
4920	195
4920	184
4920	256
5434	195
5678	93
5474	141
5474	141
5555	76
5354	84
5314	141
5678	84
5760	40
5637	68
5678	68
5760	53
5678	61
5555	68
5515	40
5555	40
5555	40
5719	28
6050	22
5967	46
5801	28
5760	34
5474	18
5354	34
5555	22
5678	18
5637	28
5678	22
5760	22
5596	28
5474	40
5434	28
5354	18
5195	22
5116	18
5116	18
5116	22
5037	28
4920	22
4728	34
