1	28
2	28
3	28
4	40
5	53
6	34
7	28
8	40
9	40
10	28
11	18
12	28
13	40
14	40
15	34
16	40
17	40
18	40
19	46
20	28
21	40
22	46
23	34
24	46
25	34
26	40
27	34
28	46
29	34
30	40
31	28
32	28
33	34
34	34
35	22
36	22
37	22
38	34
39	28
40	18
41	34
42	22
43	34
44	28
45	40
46	28
47	18
48	34
49	40
50	40
51	13
52	28
53	28
54	34
55	28
56	28
57	28
58	18
59	28
60	40
61	40
62	34
63	28
64	28
65	28
66	34
67	34
68	40
69	28
70	40
71	28
72	28
73	22
74	18
75	40
76	40
77	34
78	34
79	28
80	34
81	28
82	34
83	22
84	22
85	34
86	22
87	28
88	28
89	28
90	34
91	34
92	28
93	34
94	28
95	22
96	22
97	34
98	28
99	22
100	18
101	22
102	46
103	28
104	22
105	34
106	28
107	34
108	34
109	34
110	28
111	22
112	22
113	34
114	18
115	18
116	18
117	18
118	40
119	28
120	22
121	22
122	22
123	28
124	13
125	18
126	13
127	28
128	18
129	18
130	28
131	28
132	28
133	28
134	40
135	22
136	34
137	22
138	22
139	40
140	34
141	22
142	18
143	18
144	22
145	22
146	34
147	28
148	34
149	28
150	28
151	34
152	18
153	34
154	22
155	18
156	34
157	18
158	34
159	22
160	22
161	18
162	28
163	34
164	22
165	18
166	22
167	22
168	28
169	22
170	28
171	22
172	13
173	28
174	22
175	22
176	22
177	28
178	18
179	28
180	22
181	22
182	34
183	28
184	28
185	28
186	28
187	28
188	18
189	28
190	28
191	28
192	22
193	28
194	34
195	22
196	28
197	34
198	22
199	13
200	28
201	22
202	28
203	28
204	34
205	22
206	18
207	28
208	34
209	28
210	22
211	34
212	28
213	22
214	28
215	13
216	18
217	28
218	13
219	22
220	28
221	28
222	18
223	22
224	22
225	28
226	34
227	28
228	28
229	34
230	22
231	34
232	28
233	34
234	22
235	34
236	28
237	34
238	28
239	34
240	34
241	28
242	28
243	28
244	22
245	28
246	18
247	34
248	22
249	28
250	22
251	34
252	22
253	18
254	18
255	22
256	40
257	28
258	40
259	34
260	22
261	22
262	18
263	22
264	22
265	18
266	18
267	28
268	22
269	28
270	34
271	13
272	22
273	34
274	34
275	28
276	28
277	28
278	18
279	40
280	34
281	22
282	46
283	40
284	46
285	46
286	46
287	61
288	46
289	53
290	61
291	53
292	84
293	102
294	111
295	130
296	141
297	151
298	231
299	195
300	243
301	309
302	337
303	381
304	474
305	506
306	540
307	627
308	700
309	796
310	979
311	1022
312	1176
313	1387
314	1485
315	1662
316	1610
317	1740
318	1873
319	2010
320	2150
321	2236
322	2412
323	2501
324	2592
325	2778
326	2936
327	3097
328	3228
329	3497
330	3704
331	3845
332	4095
333	4204
334	4463
335	4652
336	4920
337	5155
338	5274
339	5354
340	5637
341	5678
342	5719
343	5842
344	5925
345	6008
346	6134
347	6134
348	6261
349	6219
350	6177
351	6219
352	6261
353	6177
354	6177
355	6092
356	6092
357	5925
358	5842
359	5760
360	5515
361	5234
362	5037
363	4652
364	4426
365	4241
366	4023
367	3810
368	3600
369	3396
370	3130
371	3032
372	2809
373	2746
374	2562
375	2441
376	2265
377	2150
378	2010
379	1900
380	1714
381	1510
382	1387
383	1154
384	1000
385	855
386	738
387	663
388	557
389	490
390	411
391	381
392	337
393	269
394	256
395	231
396	162
397	130
398	102
399	121
400	111
401	68
402	76
403	61
404	68
405	53
406	46
407	53
408	28
409	46
410	28
411	34
412	53
413	28
414	22
415	28
416	22
417	28
418	18
419	13
420	18
421	28
422	22
423	18
424	22
425	28
426	22
427	18
428	22
429	22
430	22
431	13
432	18
433	34
434	13
435	18
436	18
437	28
438	13
439	13
440	13
441	18
442	22
443	28
444	13
445	28
446	28
447	22
448	13
449	18
450	18
451	13
452	18
453	28
454	22
455	18
456	18
457	13
458	18
459	18
460	28
461	28
462	18
463	22
464	18
465	18
466	28
467	13
468	34
469	22
470	18
471	53
472	46
473	34
474	28
475	28
476	22
477	22
478	22
479	18
480	28
481	22
482	18
483	40
484	18
485	18
486	18
487	34
488	13
489	28
490	22
491	22
492	18
493	28
494	18
495	28
496	28
497	22
498	18
499	22
500	13
501	13
502	18
503	22
504	18
505	28
506	13
507	13
508	22
509	22
510	28
511	28
512	22
513	28
514	22
515	22
516	28
517	28
518	22
519	22
520	18
521	22
522	22
523	28
524	22
525	28
526	22
527	22
528	22
529	18
530	28
531	28
532	18
533	18
534	34
535	18
536	28
537	28
538	9
539	22
540	9
541	22
542	13
543	22
544	18
545	28
546	22
547	28
548	22
549	18
550	28
551	28
552	22
553	28
554	22
555	28
556	22
557	34
558	18
559	28
560	34
561	22
562	28
563	22
564	28
565	18
566	22
567	18
568	28
569	40
570	18
571	22
